year,voter_group_type,voter_group,party_or_alliance,pre_poll_vote_share,post_poll_vote_share,pre_to_post_shift,absolute_shift,interpretation_stub
2019,caste,,Others,50.0,80.0,30.0,30.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+30.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,35.0,-15.0,15.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-15.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,8.0,-42.0,42.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-42.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,14.0,-36.0,36.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-36.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,87.0,37.0,37.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+37.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,57.0,7.0,7.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+7.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,43.6,-6.4,6.4,"Among nan, Others support was lower in the post-poll than the pre-poll (-6.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,5.0,-45.0,45.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-45.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,50.0,18.0,-32.0,32.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-32.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,80.0,42.0,42.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+42.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,35.0,-3.0,3.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-3.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,8.0,-30.0,30.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-30.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,14.0,-24.0,24.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-24.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,87.0,49.0,49.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+49.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,57.0,19.0,19.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+19.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,43.6,5.6,5.6,"Among nan, Others support was higher in the post-poll than the pre-poll (+5.6 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,5.0,-33.0,33.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-33.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Others,38.0,18.0,-20.0,20.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-20.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,9.8,1.6,1.6,"Among nan, Regional support was higher in the post-poll than the pre-poll (+1.6 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.4,-5.8,5.8,"Among nan, Regional support was lower in the post-poll than the pre-poll (-5.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,100.0,91.8,91.8,"Among nan, Regional support was higher in the post-poll than the pre-poll (+91.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.5,-6.7,6.7,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.7 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.6,-6.6,6.6,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.6 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.9,-5.3,5.3,"Among nan, Regional support was lower in the post-poll than the pre-poll (-5.3 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,3.7,-4.5,4.5,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.5 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.9,-6.3,6.3,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.3 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.0,-6.2,6.2,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.2 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.1,-6.1,6.1,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.1 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.8,-6.4,6.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.9,-6.3,6.3,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.3 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.5,-3.7,3.7,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.7 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.1,-4.1,4.1,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.1 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.4,-3.8,3.8,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.7,-3.5,3.5,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.5 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.3,-3.9,3.9,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.9 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.5,-3.7,3.7,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.7 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,5.0,-3.2,3.2,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.2 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.2,-4.0,4.0,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.7,-3.5,3.5,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.5 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,5.3,-2.9,2.9,"Among nan, Regional support was lower in the post-poll than the pre-poll (-2.9 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.6,-3.6,3.6,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.6 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.7,-3.5,3.5,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.5 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,5.1,-3.1,3.1,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.1 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.8,-3.4,3.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,5.3,-2.9,2.9,"Among nan, Regional support was lower in the post-poll than the pre-poll (-2.9 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,5.4,-2.8,2.8,"Among nan, Regional support was lower in the post-poll than the pre-poll (-2.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.8,-3.4,3.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.8,-3.4,3.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,7.1,-1.1,1.1,"Among nan, Regional support was lower in the post-poll than the pre-poll (-1.1 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.2,-4.0,4.0,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.0,-6.2,6.2,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.2 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.1,-6.1,6.1,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.1 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,11.4,3.2,3.2,"Among nan, Regional support was higher in the post-poll than the pre-poll (+3.2 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.4,-3.8,3.8,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.6,-6.6,6.6,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.6 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.7,-5.5,5.5,"Among nan, Regional support was lower in the post-poll than the pre-poll (-5.5 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,70.0,61.8,61.8,"Among nan, Regional support was higher in the post-poll than the pre-poll (+61.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,5.6,-2.6,2.6,"Among nan, Regional support was lower in the post-poll than the pre-poll (-2.6 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.9,-3.3,3.3,"Among nan, Regional support was lower in the post-poll than the pre-poll (-3.3 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,3.3,-4.9,4.9,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.9 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,3.5,-4.7,4.7,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.7 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.4,-6.8,6.8,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.9,-6.3,6.3,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.3 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.8,-6.4,6.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.7,-6.5,6.5,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.5 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.7,-6.5,6.5,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.5 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.8,-6.4,6.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.8,-6.4,6.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,2.0,-6.2,6.2,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.2 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,5.8,-2.4,2.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-2.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,1.8,-6.4,6.4,"Among nan, Regional support was lower in the post-poll than the pre-poll (-6.4 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,97.0,88.8,88.8,"Among nan, Regional support was higher in the post-poll than the pre-poll (+88.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,15.5,7.3,7.3,"Among nan, Regional support was higher in the post-poll than the pre-poll (+7.3 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,19.1,10.9,10.9,"Among nan, Regional support was higher in the post-poll than the pre-poll (+10.9 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,48.0,39.8,39.8,"Among nan, Regional support was higher in the post-poll than the pre-poll (+39.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,84.0,75.8,75.8,"Among nan, Regional support was higher in the post-poll than the pre-poll (+75.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,96.0,87.8,87.8,"Among nan, Regional support was higher in the post-poll than the pre-poll (+87.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,3.6,-4.6,4.6,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.6 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,99.0,90.8,90.8,"Among nan, Regional support was higher in the post-poll than the pre-poll (+90.8 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,caste,,Regional,8.2,4.0,-4.2,4.2,"Among nan, Regional support was lower in the post-poll than the pre-poll (-4.2 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,BJP,40.0,81.0,41.0,41.0,"Among nan, BJP support was higher in the post-poll than the pre-poll (+41.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,BJP,40.0,8.0,-32.0,32.0,"Among nan, BJP support was lower in the post-poll than the pre-poll (-32.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,BJP,40.0,65.0,25.0,25.0,"Among nan, BJP support was higher in the post-poll than the pre-poll (+25.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,BJP,40.0,32.0,-8.0,8.0,"Among nan, BJP support was lower in the post-poll than the pre-poll (-8.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,INC,63.0,32.0,-31.0,31.0,"Among nan, INC support was lower in the post-poll than the pre-poll (-31.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,INC,9.0,32.0,23.0,23.0,"Among nan, INC support was higher in the post-poll than the pre-poll (+23.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,INDIA,4.3,8.0,3.7,3.7,"Among nan, INDIA support was higher in the post-poll than the pre-poll (+3.7 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,NDA,73.0,100.0,27.0,27.0,"Among nan, NDA support was higher in the post-poll than the pre-poll (+27.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,NDA,73.0,64.0,-9.0,9.0,"Among nan, NDA support was lower in the post-poll than the pre-poll (-9.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,29.0,-4.0,4.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-4.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,10.0,-23.0,23.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-23.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,20.0,-13.0,13.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-13.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,42.0,9.0,9.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+9.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,30.0,-3.0,3.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-3.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,40.0,7.0,7.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+7.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,22.0,-11.0,11.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-11.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,14.0,-19.0,19.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-19.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,90.0,57.0,57.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+57.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,20.0,-13.0,13.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-13.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,10.0,-23.0,23.0,"Among nan, Others support was lower in the post-poll than the pre-poll (-23.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,60.0,27.0,27.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+27.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
2019,gender,,Others,33.0,71.0,38.0,38.0,"Among nan, Others support was higher in the post-poll than the pre-poll (+38.0 points). This may indicate late swing, turnout differences, or survey-design differences; it is not automatically causal."
