constituency_id,state,constituency,winning_party,alliance_2019,winner_vote_share,top2_margin_pct,effective_num_parties,margin_votes,party_type,ideology
ANDHRA_PRADESH__NARSAPURAM,Andhra Pradesh,Narsapuram,YSRCP,OTHER,38.14379768675206,2.774471062324551,3.1610989058576275,32676.0,regional,regional_centre
ANDHRA_PRADESH__NELLORE,Andhra Pradesh,Nellore,YSRCP,OTHER,53.132157919436594,11.543655344528048,2.193857697635335,148571.0,regional,regional_centre
ANDHRA_PRADESH__ONGOLE,Andhra Pradesh,Ongole,YSRCP,OTHER,55.06701590025984,16.005372595294283,2.1899629972849297,214851.0,regional,regional_centre
ANDHRA_PRADESH__RAJAHMUNDRY,Andhra Pradesh,Rajahmundry,YSRCP,OTHER,46.546019879609126,9.72739712114342,2.7162051685585182,121634.0,regional,regional_centre
ANDHRA_PRADESH__RAJAMPET,Andhra Pradesh,Rajampet,YSRCP,OTHER,57.353592180039435,21.9122900729691,2.193237264151901,268284.0,regional,regional_centre
ANDHRA_PRADESH__SRIKAKULAM,Andhra Pradesh,Srikakulam,TDP,NDA,46.18773054161781,0.574858143190049,2.3647536786097723,6653.0,regional,regional_centre
ANDHRA_PRADESH__TIRUPATI,Andhra Pradesh,Tirupati,YSRCP,OTHER,55.03378339798175,17.38663052953335,2.243480456321802,228376.0,regional,regional_centre
ANDHRA_PRADESH__VIJAYAWADA,Andhra Pradesh,Vijayawada,TDP,NDA,45.041327812001306,0.6829400388663771,2.4743203798404383,8726.0,regional,regional_centre
ANDHRA_PRADESH__VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,YSRCP,OTHER,35.24134626708202,0.3560383753551122,3.319221848356624,4414.0,regional,regional_centre
ANDHRA_PRADESH__VIZIANAGARAM,Andhra Pradesh,Vizianagaram,YSRCP,OTHER,47.493451789570486,3.944198572941737,2.3989063788851928,48036.0,regional,regional_centre
ARUNACHAL_PRADESH__ARUNACHAL_EAST,Arunachal Pradesh,ARUNACHAL EAST,BJP,NDA,52.38017434755822,23.80957243661095,2.7252925167401463,69948.0,national,centre-right
ARUNACHAL_PRADESH__ARUNACHAL_WEST,Arunachal Pradesh,ARUNACHAL WEST,BJP,NDA,63.016940637995035,48.79657280008931,2.281274746445545,174843.0,national,centre-right
ASSAM__AUTONOMOUS_DISTRICT,Assam,Autonomous District,BJP,NDA,61.72808728661967,38.79106736707488,2.263655409236053,239626.0,national,centre-right
ASSAM__BARPETA,Assam,Barpeta,INC,INDIA,44.233892724893025,9.61962882289179,2.899928096273954,140307.0,national,centre-left
ASSAM__DHUBRI,Assam,Dhubri,AIUDF,OTHER,42.65649063355895,13.427734635802274,3.087818108961827,226258.0,unknown,unknown
ASSAM__DIBRUGARH,Assam,Dibrugarh,BJP,NDA,64.93569271118427,35.89138250825993,1.97340419647024,364566.0,national,centre-right
ASSAM__GAUHATI,Assam,Gauhati,BJP,NDA,57.203798482444014,19.594876164913877,2.1323588390555956,345606.0,national,centre-right
ASSAM__JORHAT,Assam,Jorhat,BJP,NDA,51.35217138563185,7.812451262565396,2.2035861310976017,82653.0,national,centre-right
ASSAM__KALIABOR,Assam,Kaliabor,INC,INDIA,55.17647034050286,14.739658605714794,2.135141056204925,209994.0,national,centre-left
ASSAM__KARIMGANJ,Assam,Karimganj,BJP,NDA,44.62395007131591,3.6213577945648936,2.629762407620983,38389.0,national,centre-right
ASSAM__KOKRAJHAR,Assam,Kokrajhar,IND,OTHER,32.75193732954373,2.5539968299780007,3.942378323398179,37786.0,independent,independent
ASSAM__LAKHIMPUR,Assam,Lakhimpur,BJP,NDA,60.48711854028041,27.31022157403966,2.0988940839772465,350551.0,national,centre-right
ASSAM__MANGALDOI,Assam,Mangaldoi,BJP,NDA,48.83245347110133,9.198881619964595,2.4960736281787255,138545.0,national,centre-right
ASSAM__NOWGONG,Assam,Nowgong,INC,INDIA,49.530390532148175,1.1216793049766451,2.084390148438919,16752.0,national,centre-left
ASSAM__SILCHAR,Assam,Silchar,BJP,NDA,52.58672248803827,8.59180200822157,2.1264971650792437,81596.0,national,centre-right
ASSAM__TEZPUR,Assam,Tezpur,BJP,NDA,57.48347331027831,20.403446155087067,2.133960868552793,242841.0,national,centre-right
BIHAR__ARARIA,Bihar,Araria,BJP,NDA,52.874327778870246,11.73371066063627,2.225285147763396,137241.0,national,centre-right
BIHAR__ARRAH,Bihar,Arrah,BJP,NDA,52.41865337138331,13.6288683833572,2.346036811946262,147285.0,national,centre-right
BIHAR__AURANGABAD,Bihar,Aurangabad,BJP,NDA,45.75040565792528,7.546467486931768,2.7858413002606075,70552.0,national,centre-right
BIHAR__BANKA,Bihar,Banka,JD(U),NDA,47.980028238431984,20.137657334862418,3.111123804004523,200532.0,regional,regional_centre
BIHAR__BEGUSARAI,Bihar,Begusarai,BJP,NDA,56.47816487352255,34.44998914811919,2.5362860935461224,422217.0,national,centre-right
BIHAR__BHAGALPUR,Bihar,Bhagalpur,JD(U),NDA,59.30391609545352,26.63071524904128,2.1751372380315925,277630.0,regional,regional_centre
BIHAR__BUXAR,Bihar,Buxar,BJP,NDA,47.93511953557796,11.917483819909798,2.725348305122333,117609.0,national,centre-right
BIHAR__DARBHANGA,Bihar,Darbhanga,BJP,NDA,60.7948633983975,27.769959668226605,2.08545102928036,267979.0,national,centre-right
BIHAR__GAYA_(SC),Bihar,Gaya (SC),JD(U),NDA,48.78641689509928,15.923355285150762,2.8624108059909092,152426.0,regional,regional_centre
BIHAR__GOPALGANJ_(SC),Bihar,Gopalganj (SC),JD(U),NDA,55.4359746935239,27.94816153368798,2.580418084429182,286434.0,regional,regional_centre
BIHAR__HAJIPUR_(SC),Bihar,Hajipur (SC),LJP,OTHER,53.76448748878892,20.40579370431766,2.4828694172262975,205449.0,unknown,unknown
BIHAR__JAHANABAD,Bihar,Jahanabad,JD(U),NDA,40.822076113202726,0.2130001885495644,2.971964451835766,1751.0,regional,regional_centre
BIHAR__JAMUI_(SC),Bihar,Jamui (SC),LJP,OTHER,55.748959317780255,25.396649798711877,2.45956191997951,241049.0,unknown,unknown
BIHAR__JHANJHARPUR,Bihar,Jhanjharpur,JD(U),NDA,56.799225316388856,30.450930732951015,2.533116084858725,322951.0,regional,regional_centre
BIHAR__KARAKAT,Bihar,Karakat,JD(U),NDA,45.85737996634431,9.730915586822263,2.91044540484885,84542.0,regional,regional_centre
BIHAR__KATIHAR,Bihar,Katihar,JD(U),NDA,50.049743498900455,5.117765049645087,2.2079579869398462,57203.0,regional,regional_centre
BIHAR__KHAGARIA,Bihar,Khagaria,LJP,OTHER,52.77059783019054,25.710245931736544,2.8069702728232193,248570.0,unknown,unknown
BIHAR__KISHANGANJ,Bihar,Kishanganj,INC,INDIA,33.31663040133333,3.128713338652851,3.638324330395854,34466.0,national,centre-left
BIHAR__MADHEPURA,Bihar,Madhepura,JD(U),NDA,54.41890951943476,26.28203898981411,2.603381793799914,301527.0,regional,regional_centre
BIHAR__MADHUBANI,Bihar,Madhubani,BJP,NDA,61.82816786827545,47.207245348176,2.3634994201534583,454940.0,national,centre-right
BIHAR__MAHARAJGANJ,Bihar,Maharajganj,BJP,NDA,56.1684296234308,23.72481631083692,2.365503128115763,230772.0,national,centre-right
BIHAR__MUNGER,Bihar,Munger,JD(U),NDA,51.02560341533271,16.20594286420115,2.6107488389276137,167937.0,regional,regional_centre
BIHAR__MUZAFFARPUR,Bihar,Muzaffarpur,BJP,NDA,63.02682390656336,38.74807907863821,2.185942111992698,409988.0,national,centre-right
BIHAR__NALANDA,Bihar,Nalanda,JD(U),NDA,52.4479145455286,24.83666024749682,2.8322353124312594,256137.0,regional,regional_centre
BIHAR__NAWADA,Bihar,Nawada,LJP,OTHER,52.59458736797876,15.71119047770626,2.411704638067488,148072.0,unknown,unknown
BIHAR__PASCHIM_CHAMPARAN,Bihar,Paschim Champaran,BJP,NDA,59.599619324419315,29.015258614562033,2.216049001954574,293906.0,national,centre-right
BIHAR__PATALIPUTRA,Bihar,Pataliputra,BJP,NDA,47.27974695406815,3.6484376232313807,2.412758867366378,39321.0,national,centre-right
BIHAR__PATNA_SAHIB,Bihar,Patna Sahib,BJP,NDA,61.84620553098134,28.979064120901775,2.0376299386260572,284657.0,national,centre-right
BIHAR__PURNIA,Bihar,Purnia,JD(U),NDA,54.84895228521414,22.83142971038356,2.467600503997155,263461.0,regional,regional_centre
BIHAR__PURVI_CHAMPARAN,Bihar,Purvi Champaran,BJP,NDA,57.81338803281969,29.3824294576746,2.399989872115593,293648.0,national,centre-right
BIHAR__SAMASTIPUR_(SC),Bihar,Samastipur (SC),LJP,OTHER,55.19422977846471,24.69448737764039,2.495445039167723,251643.0,unknown,unknown
BIHAR__SARAN,Bihar,Saran,BJP,NDA,53.01966024050391,14.677419354838705,2.3276240232644168,138411.0,national,centre-right
BIHAR__SASARAM_(SC),Bihar,Sasaram (SC),BJP,NDA,50.761785854614885,17.003864584626406,2.6305391095556576,165745.0,national,centre-right
BIHAR__SHEOHAR,Bihar,Sheohar,BJP,NDA,60.59156306399126,33.88153408610146,2.273706015910541,340360.0,national,centre-right
BIHAR__SITAMARHI,Bihar,Sitamarhi,JD(U),NDA,54.65134971492488,24.116979464773035,2.541047008210013,250539.0,regional,regional_centre
BIHAR__SIWAN,Bihar,Siwan,JD(U),NDA,45.53903798702288,11.876199469948515,3.042550178614092,116958.0,regional,regional_centre
BIHAR__SUPAUL,Bihar,Supaul,JD(U),NDA,53.778746044535275,24.02338844351619,2.6333179329221545,266853.0,regional,regional_centre
BIHAR__UJIARPUR,Bihar,Ujiarpur,BJP,NDA,56.11420388658019,28.606476533193568,2.5438208429962104,277278.0,national,centre-right
BIHAR__VAISHALI,Bihar,Vaishali,LJP,OTHER,52.870488401738115,21.827249634791993,2.6459257718495937,234584.0,unknown,unknown
BIHAR__VALMIKI_NAGAR,Bihar,Valmiki Nagar,JD(U),NDA,58.39219447916364,34.35901907779361,2.47320400511074,354616.0,regional,regional_centre
CHANDIGARH__CHANDIGARH,Chandigarh,CHANDIGARH,BJP,NDA,50.636049832664575,10.287624187415672,2.3778296210622663,46970.0,national,centre-right
CHHATTISGARH__BASTAR,Chhattisgarh,BASTAR,INC,INDIA,44.09582777379755,4.270380765211215,2.788996029478263,38982.0,national,centre-left
CHHATTISGARH__BILASPUR,Chhattisgarh,BILASPUR,BJP,NDA,52.46743518042324,11.72143333162454,2.263314505587202,141763.0,national,centre-right
CHHATTISGARH__DURG,Chhattisgarh,DURG,BJP,NDA,61.018422466731224,28.159419998333327,2.080293796812178,391978.0,national,centre-right
CHHATTISGARH__JANJGIR-CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,BJP,NDA,45.90950987857171,6.672945136857287,2.659510346036882,83255.0,national,centre-right
CHHATTISGARH__KANKER,Chhattisgarh,KANKER,BJP,NDA,47.12183389651249,0.5964494264544413,2.2762864608674325,6914.0,national,centre-right
CHHATTISGARH__KORBA,Chhattisgarh,KORBA,INC,INDIA,46.02943259011543,2.308816143505645,2.4701603242293317,26249.0,national,centre-left
CHHATTISGARH__MAHASAMUND,Chhattisgarh,MAHASAMUND,BJP,NDA,50.44280005072259,7.404762196942734,2.2710389494315866,90511.0,national,centre-right
CHHATTISGARH__RAIGARH,Chhattisgarh,RAIGARH,BJP,NDA,48.76107676035682,4.890439692946714,2.3203720825947936,66027.0,national,centre-right
CHHATTISGARH__RAIPUR,Chhattisgarh,RAIPUR,BJP,NDA,60.01088630259625,24.94094897045659,2.069046826031455,348238.0,national,centre-right
CHHATTISGARH__RAJNANDGAON,Chhattisgarh,RAJNANDGAON,BJP,NDA,50.6786745246677,8.566424872210568,2.2996616474987768,111966.0,national,centre-right
CHHATTISGARH__SARGUJA,Chhattisgarh,SARGUJA,BJP,NDA,51.82452570452312,12.327192628343042,2.3482421691363515,157873.0,national,centre-right
DADRA_&_NAGAR_HAVELI__DADRA_AND_NAGAR_HAVELI,Dadra & Nagar Haveli,Dadra And Nagar Haveli,IND,OTHER,45.44157038540981,4.5235020077092045,2.652144767890529,9001.0,independent,independent
DAMAN_&_DIU__DAMAN_&_DIU,Daman & Diu,Daman & diu,BJP,NDA,42.983228343756075,11.366312636476923,2.966936319149134,9942.0,national,centre-right
GOA__NORTH_GOA,Goa,North Goa,BJP,NDA,57.12272646677305,18.721828718609142,2.1085574044373665,80247.0,national,centre-right
GOA__SOUTH_GOA,Goa,South Goa,INC,INDIA,47.47359123829712,2.2975917093564107,2.3143287307942586,9755.0,national,centre-left
GUJARAT__AHMEDABAD_EAST,Gujarat,Ahmedabad East,BJP,NDA,67.16733833945288,38.90566453504985,1.8824747417744792,434330.0,national,centre-right
GUJARAT__AHMEDABAD_WEST,Gujarat,Ahmedabad West,BJP,NDA,64.3537166607825,32.25057771929262,1.9322409443792643,321546.0,national,centre-right
GUJARAT__AMRELI,Gujarat,Amreli,BJP,NDA,58.18897958240895,22.15555557999796,2.132026504769703,201431.0,national,centre-right
GUJARAT__ANAND,Gujarat,Anand,BJP,NDA,57.104651466949775,17.83394563351647,2.080437451964548,197718.0,national,centre-right
GUJARAT__BANASKANTHA,Gujarat,Banaskantha,BJP,NDA,61.620516096366785,33.41823332404787,2.166214951458763,368296.0,national,centre-right
GUJARAT__BARDOLI,Gujarat,Bardoli,BJP,NDA,55.063210384277006,15.982264594914987,2.19080769026937,215447.0,national,centre-right
GUJARAT__BHARUCH,Gujarat,Bharuch,BJP,NDA,55.473700232664335,29.06903824827676,2.541098987309821,334214.0,national,centre-right
GUJARAT__BHAVNAGAR,Gujarat,Bhavnagar,BJP,NDA,63.50584233428312,31.645601226952618,1.979354843367392,329519.0,national,centre-right
GUJARAT__CHHOTA_UDAIPUR,Gujarat,Chhota Udaipur,BJP,NDA,62.02599843077944,30.665766569111018,2.065681057620002,377943.0,national,centre-right
GUJARAT__DAHOD,Gujarat,Dahod,BJP,NDA,52.836122993344695,12.000993216780849,2.23667539412698,127596.0,national,centre-right
GUJARAT__GANDHINAGAR,Gujarat,Gandhinagar,BJP,NDA,69.66988295212953,43.37811212609708,1.802619678694414,557014.0,national,centre-right
GUJARAT__JAMNAGAR,Gujarat,Jamnagar,BJP,NDA,58.5171593477519,23.423560657391697,2.146169077022627,236804.0,national,centre-right
GUJARAT__JUNAGADH,Gujarat,Junagadh,BJP,NDA,54.51583141161471,14.950191242934764,2.199322629692794,150211.0,national,centre-right
GUJARAT__KACHCHH,Gujarat,Kachchh,BJP,NDA,62.25911309443529,29.858639285846927,2.0277608605844404,305513.0,national,centre-right
GUJARAT__KHEDA,Gujarat,Kheda,BJP,NDA,65.04192027729006,33.418348074379715,1.910574624655197,367145.0,national,centre-right
GUJARAT__MAHESANA,Gujarat,Mahesana,BJP,NDA,60.95774434394578,26.01988283986698,2.024621697946017,281519.0,national,centre-right
GUJARAT__NAVSARI,Gujarat,Navsari,BJP,NDA,74.36740167184243,52.72618572527288,1.6665574815304585,689668.0,national,centre-right
GUJARAT__PANCHMAHAL,Gujarat,Panchmahal,BJP,NDA,67.56041473650795,39.54512234284047,1.8675551102094696,428541.0,national,centre-right
GUJARAT__PATAN,Gujarat,Patan,BJP,NDA,56.23659274623176,17.214469889616566,2.1327676151394184,193879.0,national,centre-right
GUJARAT__PORBANDAR,Gujarat,Porbandar,BJP,NDA,59.359206355723,24.193244465217532,2.099129434915724,229823.0,national,centre-right
GUJARAT__RAJKOT,Gujarat,Rajkot,BJP,NDA,63.470543500176944,30.822047887048207,1.961301236565291,368407.0,national,centre-right
GUJARAT__SABARKANTHA,Gujarat,Sabarkantha,BJP,NDA,57.61737361831916,22.07783786800706,2.1799756612751815,268986.0,national,centre-right
GUJARAT__SURAT,Gujarat,Surat,BJP,NDA,74.47042901053152,51.31260225456097,1.6437944494575218,548230.0,national,centre-right
GUJARAT__SURENDRANAGAR,Gujarat,Surendranagar,BJP,NDA,58.62751756940076,25.742814036220707,2.2106233389295324,277437.0,national,centre-right
GUJARAT__VADODARA,Gujarat,Vadodara,BJP,NDA,72.29684181591495,48.20043064659164,1.7211254818267854,589177.0,national,centre-right
GUJARAT__VALSAD,Gujarat,Valsad,BJP,NDA,61.24992760102731,28.070728044069355,2.058543953170657,353797.0,national,centre-right
HARYANA__AMBALA,Haryana,Ambala,BJP,NDA,56.715404164150016,26.00941321268618,2.371303786609163,342345.0,national,centre-right
HARYANA__BHIWANI-MAHENDRAGARH,Haryana,Bhiwani-Mahendragarh,BJP,NDA,63.44754826180008,38.27898184073068,2.1202915485023155,444463.0,national,centre-right
HARYANA__FARIDABAD,Haryana,Faridabad,BJP,NDA,68.8032426853111,48.08569308254759,1.920189090670453,638239.0,national,centre-right
HARYANA__GURGAON,Haryana,Gurgaon,BJP,NDA,60.94300139162632,26.702633720218813,2.04457349329449,386256.0,national,centre-right
HARYANA__HISAR,Haryana,Hisar,BJP,NDA,51.13186294410651,26.61888735105338,2.8764449171295943,314068.0,national,centre-right
HARYANA__KARNAL,Haryana,Karnal,BJP,NDA,70.08369198030017,50.44444546951616,1.876495153215615,656142.0,national,centre-right
HARYANA__KURUKSHETRA,Haryana,Kurukshetra,BJP,NDA,55.97690460591025,31.26242682096111,2.6056168102136863,384591.0,national,centre-right
HARYANA__ROHTAK,Haryana,Rohtak,BJP,NDA,47.014471095905115,0.6147122944916745,2.28481745391562,7503.0,national,centre-right
HARYANA__SIRSA,Haryana,Sirsa,BJP,NDA,52.161979019865846,22.63024229528451,2.7118307393415155,309918.0,national,centre-right
HARYANA__SONIPAT,Haryana,Sonipat,BJP,NDA,52.02721126980023,14.59577949097502,2.4159671217302936,164864.0,national,centre-right
HIMACHAL_PRADESH__HAMIRPUR,Himachal Pradesh,Hamirpur,BJP,NDA,69.04491967252076,40.41122005734425,1.789428774320123,399572.0,national,centre-right
HIMACHAL_PRADESH__KANGRA,Himachal Pradesh,Kangra,BJP,NDA,72.01846296235608,47.43080609619369,1.7260388454867988,477623.0,national,centre-right
HIMACHAL_PRADESH__MANDI,Himachal Pradesh,Mandi,BJP,NDA,68.74962156259328,43.071116488610755,1.8551740612844836,405459.0,national,centre-right
HIMACHAL_PRADESH__SHIMLA,Himachal Pradesh,Shimla,BJP,NDA,66.35041106296252,35.848455626981846,1.874417904204957,327514.0,national,centre-right
JAMMU_&_KASHMIR__ANANTNAG,Jammu & Kashmir,Anantnag,JKN,INDIA,32.17076607737638,5.345247245708428,4.123752635814069,6676.0,regional,regional_centre
JAMMU_&_KASHMIR__BARAMULLA,Jammu & Kashmir,Baramulla,JKN,INDIA,29.28899132916255,6.636593129184501,4.811551147605551,30233.0,regional,regional_centre
JAMMU_&_KASHMIR__JAMMU,Jammu & Kashmir,Jammu,BJP,NDA,58.024675495927426,20.481202600766167,2.0928949302228834,302875.0,national,centre-right
JAMMU_&_KASHMIR__LADAKH,Jammu & Kashmir,Ladakh,BJP,NDA,33.9439672219322,8.645373578219672,3.824799108515916,10930.0,national,centre-right
JAMMU_&_KASHMIR__SRINAGAR,Jammu & Kashmir,Srinagar,JKN,INDIA,57.13689303759527,37.4935771174103,2.5657489795857353,70050.0,regional,regional_centre
JAMMU_&_KASHMIR__UDHAMPUR,Jammu & Kashmir,Udhampur,BJP,NDA,61.37589047921276,30.27243770352751,2.1078021903009683,357252.0,national,centre-right
JHARKHAND__CHATRA,Jharkhand,Chatra,BJP,NDA,57.03163390165854,40.80957991742419,2.7636128616873816,377871.0,national,centre-right
JHARKHAND__DHANBAD,Jharkhand,Dhanbad,BJP,NDA,66.02991498359297,38.8080621511362,1.9590034224889867,486194.0,national,centre-right
JHARKHAND__DUMKA,Jharkhand,Dumka,BJP,NDA,47.26492444208786,4.6385462314614045,2.461607160996338,47590.0,national,centre-right
JHARKHAND__GIRIDIH,Jharkhand,Giridih,AJSUP,NDA,58.56594616764747,22.43589859411447,2.1095385231615915,248347.0,regional,tribal_regional
JHARKHAND__GODDA,Jharkhand,Godda,BJP,NDA,53.39956249225316,15.428931791001268,2.324127841156541,184227.0,national,centre-right
JHARKHAND__HAZARIBAGH,Jharkhand,Hazaribagh,BJP,NDA,67.42329977269551,44.36443096632618,1.963799251429537,479548.0,national,centre-right
JHARKHAND__JAMSHEDPUR,Jharkhand,Jamshedpur,BJP,NDA,59.39665765329577,26.401252899339823,2.1643362837484146,302090.0,national,centre-right
JHARKHAND__KHUNTI,Jharkhand,Khunti,BJP,NDA,45.96931438518844,0.1735992224677005,2.3686821442022197,1445.0,national,centre-right
JHARKHAND__KODARMA,Jharkhand,Kodarma,BJP,NDA,62.2563435220468,37.667181186913055,2.2113856380501153,455600.0,national,centre-right
JHARKHAND__LOHARDAGA,Jharkhand,Lohardaga,BJP,NDA,45.452265916457705,1.2675677328603712,2.4806076649942748,10363.0,national,centre-right
JHARKHAND__PALAMAU,Jharkhand,Palamau,BJP,NDA,62.46421772486313,39.47982512045907,2.242982096686932,477606.0,national,centre-right
JHARKHAND__RAJMAHAL,Jharkhand,Rajmahal,JMM,INDIA,48.47292577627983,9.46827062674138,2.5696119784175724,99195.0,regional,tribal_regional
JHARKHAND__RANCHI,Jharkhand,Ranchi,BJP,NDA,57.210715459873704,22.898538050053197,2.242673123250203,282780.0,national,centre-right
JHARKHAND__SINGHBHUM,Jharkhand,Singhbhum,INC,INDIA,49.10733070329763,8.205688655781856,2.4386726335132742,72155.0,national,centre-left
KARNATAKA__BAGALKOT,Karnataka,Bagalkot,BJP,NDA,55.17440040909404,13.961911418854022,2.1076434500670764,168187.0,national,centre-right
KARNATAKA__BANGALORE_NORTH,Karnataka,Bangalore North,BJP,NDA,52.8708994593638,9.459562579073904,2.1362008895344684,147518.0,national,centre-right
KARNATAKA__BANGALORE_RURAL,Karnataka,Bangalore Rural,INC,INDIA,54.14974727265328,12.754746575942129,2.1511438905741196,206870.0,national,centre-left
KARNATAKA__BANGALORE_SOUTH,Karnataka,Bangalore South,BJP,NDA,62.198956491887614,27.866597222864968,1.980691150036084,331192.0,national,centre-right
KARNATAKA__BANGALORE_CENTRAL,Karnataka,Bangalore central,BJP,NDA,50.35381554483084,5.927663263823106,2.2142554589145327,70968.0,national,centre-right
KARNATAKA__BELGAUM,Karnataka,Belgaum,BJP,NDA,63.22375249848784,32.46719088239662,2.02238662022117,391304.0,national,centre-right
KARNATAKA__BELLARY,Karnataka,Bellary,BJP,NDA,50.44397123884753,4.558950378337158,2.1496441263534,55707.0,national,centre-right
KARNATAKA__BIDAR,Karnataka,Bidar,BJP,NDA,52.406757449870966,10.458060433220815,2.2176337500910988,116834.0,national,centre-right
KARNATAKA__BIJAPUR,Karnataka,Bijapur,BJP,NDA,57.21552268674069,23.218344469898888,2.25154640870925,258038.0,national,centre-right
KARNATAKA__CHAMARAJANAGAR,Karnataka,Chamarajanagar,BJP,NDA,44.74351084241393,0.1429967780472765,2.4746079050446537,1817.0,national,centre-right
KARNATAKA__CHIKKBALLAPUR,Karnataka,Chikkballapur,BJP,NDA,53.78023782898318,13.130126758969062,2.1976961270917186,182110.0,national,centre-right
KARNATAKA__CHIKKODI,Karnataka,Chikkodi,BJP,NDA,52.97667691402974,9.763631689566488,2.1382500989618864,118877.0,national,centre-right
KARNATAKA__CHITRADURGA,Karnataka,Chitradurga,BJP,NDA,50.25843733697178,6.435089690597529,2.247663331342918,80178.0,national,centre-right
KARNATAKA__DAKSHINA_KANNADA,Karnataka,Dakshina Kannada,BJP,NDA,57.565988792890025,20.417326189054748,2.124705197265566,274621.0,national,centre-right
KARNATAKA__DAVANAGERE,Karnataka,Davanagere,BJP,NDA,54.66295436243184,14.205925734940806,2.1614968932058964,169702.0,national,centre-right
KARNATAKA__DHARWAD,Karnataka,Dharwad,BJP,NDA,56.43462532086806,16.89914751072307,2.105598879802028,205072.0,national,centre-right
KARNATAKA__GULBARGA,Karnataka,Gulbarga,BJP,NDA,52.14497532708741,8.025485954222482,2.142308577986978,95452.0,national,centre-right
KARNATAKA__HASSAN,Karnataka,Hassan,JD(S),NDA,52.96113191478703,11.06209375430511,2.187724051251467,141324.0,regional,regional_centre
KARNATAKA__HAVERI,Karnataka,Haveri,BJP,NDA,53.972632371737426,11.122154863228957,2.1049401678977966,140882.0,national,centre-right
KARNATAKA__KOLAR,Karnataka,Kolar,BJP,NDA,56.34773640480203,16.68752398591713,2.1050748594951627,210021.0,national,centre-right
KARNATAKA__KOPPAL,Karnataka,Koppal,BJP,NDA,49.29512150658589,3.2256980527526835,2.1954808571139552,38397.0,national,centre-right
KARNATAKA__MANDYA,Karnataka,Mandya,IND,OTHER,51.01906163673407,9.12667396553099,2.2923555333918513,125876.0,independent,independent
KARNATAKA__MYSORE,Karnataka,Mysore,BJP,NDA,52.272577256701425,10.51917201361718,2.2318079723140274,138647.0,national,centre-right
KARNATAKA__RAICHUR,Karnataka,Raichur,BJP,NDA,53.214601760073286,10.46936769878645,2.144391910827979,117716.0,national,centre-right
