state,constituency,state_key,constituency_key,demographic_source_type,has_generated_data,has_manual_data,manual_fields_entered,core_fields_completed,missing_core_fields,confidence_summary,source_count,needs_review
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Assam,Dhubri,ASSAM,DHUBRI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Assam,Dibrugarh,ASSAM,DIBRUGARH,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Assam,Diphu,ASSAM,DIPHU,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Assam,Guwahati,ASSAM,GUWAHATI,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Assam,Jorhat,ASSAM,JORHAT,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Assam,Karimganj,ASSAM,KARIMGANJ,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Assam,Kaziranga,ASSAM,KAZIRANGA,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Assam,Kokrajhar,ASSAM,KOKRAJHAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Assam,Lakhimpur,ASSAM,LAKHIMPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Assam,Nagaon,ASSAM,NAGAON,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Assam,Silchar,ASSAM,SILCHAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Assam,Sonitpur,ASSAM,SONITPUR,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Bihar,Araria,BIHAR,ARARIA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Arrah,BIHAR,ARRAH,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Aurangabad,BIHAR,AURANGABAD,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Banka,BIHAR,BANKA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Begusarai,BIHAR,BEGUSARAI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Bhagalpur,BIHAR,BHAGALPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Buxar,BIHAR,BUXAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Darbhanga,BIHAR,DARBHANGA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Gaya,BIHAR,GAYA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Gopalganj,BIHAR,GOPALGANJ,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Bihar,Hajipur,BIHAR,HAJIPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Jahanabad,BIHAR,JAHANABAD,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Jamui,BIHAR,JAMUI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Jhanjharpur,BIHAR,JHANJHARPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Karakat,BIHAR,KARAKAT,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Katihar,BIHAR,KATIHAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Khagaria,BIHAR,KHAGARIA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Kishanganj,BIHAR,KISHANGANJ,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Madhepura,BIHAR,MADHEPURA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Madhubani,BIHAR,MADHUBANI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Maharajganj,BIHAR,MAHARAJGANJ,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Munger,BIHAR,MUNGER,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Muzaffarpur,BIHAR,MUZAFFARPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Nalanda,BIHAR,NALANDA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Nawada,BIHAR,NAWADA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Paschim Champaran,BIHAR,PASCHIM CHAMPARAN,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Patliputra,BIHAR,PATLIPUTRA,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Bihar,Patna Sahib,BIHAR,PATNA SAHIB,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Purnia,BIHAR,PURNIA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Purvi Champaran,BIHAR,PURVI CHAMPARAN,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Samastipur,BIHAR,SAMASTIPUR,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Bihar,Saran,BIHAR,SARAN,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Sasaram,BIHAR,SASARAM,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Sheohar,BIHAR,SHEOHAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Sitamarhi,BIHAR,SITAMARHI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Siwan,BIHAR,SIWAN,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Supaul,BIHAR,SUPAUL,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Ujiarpur,BIHAR,UJIARPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Vaishali,BIHAR,VAISHALI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Bihar,Valmiki Nagar,BIHAR,VALMIKI NAGAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Chhattisgarh,BASTAR,CHHATTISGARH,BASTAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,BILASPUR,CHHATTISGARH,BILASPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,DURG,CHHATTISGARH,DURG,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,JANJGIR-CHAMPA,CHHATTISGARH,JANJGIR CHAMPA,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Chhattisgarh,KANKER,CHHATTISGARH,KANKER,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,KORBA,CHHATTISGARH,KORBA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,MAHASAMUND,CHHATTISGARH,MAHASAMUND,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,RAIGARH,CHHATTISGARH,RAIGARH,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,RAIPUR,CHHATTISGARH,RAIPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,RAJNANDGAON,CHHATTISGARH,RAJNANDGAON,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Chhattisgarh,SURGUJA,CHHATTISGARH,SURGUJA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,DADRA & NAGAR HAVELI & DAMAN & DIU,DADAR NAGAR HAVELI,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,DADRA & NAGAR HAVELI & DAMAN & DIU,DAMAN DIU,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Goa,North Goa,GOA,NORTH GOA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Goa,South Goa,GOA,SOUTH GOA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Ahmedabad East,GUJARAT,AHMEDABAD EAST,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Ahmedabad West,GUJARAT,AHMEDABAD WEST,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Gujarat,Amreli,GUJARAT,AMRELI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Anand,GUJARAT,ANAND,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Banaskantha,GUJARAT,BANASKANTHA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Bardoli,GUJARAT,BARDOLI,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Gujarat,Bharuch,GUJARAT,BHARUCH,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Bhavnagar,GUJARAT,BHAVNAGAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Chhota Udaipur,GUJARAT,CHHOTA UDAIPUR,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Gujarat,Dahod,GUJARAT,DAHOD,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Gandhinagar,GUJARAT,GANDHINAGAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Jamnagar,GUJARAT,JAMNAGAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Junagadh,GUJARAT,JUNAGADH,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Kachchh,GUJARAT,KACHCHH,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Kheda,GUJARAT,KHEDA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Mahesana,GUJARAT,MAHESANA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Navsari,GUJARAT,NAVSARI,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Gujarat,Panchmahal,GUJARAT,PANCHMAHAL,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Patan,GUJARAT,PATAN,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Porbandar,GUJARAT,PORBANDAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Rajkot,GUJARAT,RAJKOT,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Sabarkantha,GUJARAT,SABARKANTHA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Surendranagar,GUJARAT,SURENDRANAGAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Vadodara,GUJARAT,VADODARA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Gujarat,Valsad,GUJARAT,VALSAD,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,AMBALA,HARYANA,AMBALA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,BHIWANI-MAHENDRAGARH,HARYANA,BHIWANI MAHENDRAGARH,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Haryana,FARIDABAD,HARYANA,FARIDABAD,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,GURGAON,HARYANA,GURGAON,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Haryana,HISAR,HARYANA,HISAR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,KARNAL,HARYANA,KARNAL,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,KURUKSHETRA,HARYANA,KURUKSHETRA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,ROHTAK,HARYANA,ROHTAK,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,SIRSA,HARYANA,SIRSA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Haryana,SONIPAT,HARYANA,SONIPAT,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Himachal Pradesh,HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Himachal Pradesh,KANGRA,HIMACHAL PRADESH,KANGRA,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Himachal Pradesh,MANDI,HIMACHAL PRADESH,MANDI,generated,True,False,0,1,literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,False
Himachal Pradesh,SHIMLA,HIMACHAL PRADESH,SHIMLA,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Jammu and Kashmir,ANANTNAG-RAJOURI,JAMMU & KASHMIR,ANANTNAG RAJOURI,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Jammu and Kashmir,BARAMULLA,JAMMU & KASHMIR,BARAMULLA,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Jammu and Kashmir,JAMMU,JAMMU & KASHMIR,JAMMU,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Jammu and Kashmir,SRINAGAR,JAMMU & KASHMIR,SRINAGAR,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
Jammu and Kashmir,UDHAMPUR,JAMMU & KASHMIR,UDHAMPUR,election_only,False,False,0,0,urban_pct;literacy_rate;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,,0,True
