state,constituency,state_key,constituency_key,exists_in_election_master,exists_in_frontend_constituencies,exists_in_geojson,exists_in_delimitation_reference,has_election_data,has_demographic_data,demographic_source_type,data_quality_label,nfhs5_coverage_share,change_coverage_share,districts_used,districts_missing,winner_2019,winner_2024,winner_party_2019,winner_party_2024,bjp_vote_share_2019,bjp_vote_share_2024,inc_vote_share_2019,inc_vote_share_2024,bjp_swing_2019_2024,inc_swing_2019_2024,margin_2024,priority_rank,priority_reason,completion_category,completion_priority,fields_to_fill,notes
Andhra Pradesh,MEDAK,ANDHRA PRADESH,MEDAK,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Andhra Pradesh,Machilipatnam,ANDHRA PRADESH,MACHILIPATNAM,True,True,True,True,True,True,generated,high,1.0,1.0,KRISHNA→Krishna,,BALASHOWRY VALLABHANENI,BALASHOWRY VALLABHANENI,YSRCP,JNP,0.5207421036984661,0.0,0.9890966357858536,2.425678580248231,-0.5207421036984661,1.436581944462377,17.0105426507846,221.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,NAGARKURNOOL,ANDHRA PRADESH,NAGARKURNOOL,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Andhra Pradesh,NALGONDA,ANDHRA PRADESH,NALGONDA,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Andhra Pradesh,NIZAMABAD,ANDHRA PRADESH,NIZAMABAD,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Andhra Pradesh,Nandyal,ANDHRA PRADESH,NANDYAL,True,True,True,True,True,True,generated,high,1.0,1.0,KURNOOL→Kurnool,,POCHA . BRAHMANANDA REDDY,DR BYREDDY SHABARI,YSRCP,TDP,0.6978715149723692,0.0,1.1100052113282113,4.001942441637746,-0.6978715149723692,2.8919372303095345,7.973053606547332,236.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,Narasaraopet,ANDHRA PRADESH,NARASARAOPET,False,False,True,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,no_election_data_needs_election_results,1,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in GeoJSON/frontend but missing from election master
Andhra Pradesh,Narsapuram,ANDHRA PRADESH,NARSAPURAM,True,True,True,True,True,True,generated,high,1.0,1.0,WEST GODAVARI→West Godavari,,KANUMURU RAGHU RAMA KRISHNA RAJU,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),YSRCP,BJP,1.054054467122569,57.46071555037213,1.1837097894438322,2.8618278923653184,56.40666108324956,1.6781181029214862,22.48594141362294,47.0,seat_flip;top_bjp_gain,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,True,True,False,False,True,False,election_only,election_only,,,,,LAVU SRI KRISHNA DEVARAYALU,LAVU SRIKRISHNA DEVARAYALU,YSRCP,TDP,1.0773469132195184,0.0,0.7675557596248834,1.2034124471764889,-1.0773469132195184,0.4358566875516054,10.65166057713916,237.0,seat_flip,election_only_needs_demographics,1,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Election data present; demographics missing
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,True,True,True,True,True,True,generated,low,0.1429,0.1429,PRAKASAM→Prakasam,NELLORE,Adala Prabhakara Reddy,PRABHAKAR REDDY VEMIREDDY,YSRCP,TDP,0.972233876907872,0.0,0.7786106993122182,3.98677278869828,-0.972233876907872,3.208162089386062,17.87534465550442,239.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Low coverage with missing core fields
Andhra Pradesh,Ongole,ANDHRA PRADESH,ONGOLE,True,True,True,True,True,True,generated,high,1.0,1.0,PRAKASAM→Prakasam,,MAGUNTA SREENIVASULU REDDY,MAGUNTA SREENIVASULU REDDY,YSRCP,TDP,0.6130211685618251,0.0,0.6063165987270257,1.878901487399224,-0.6130211685618251,1.2725848886721982,3.5296375932173376,240.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,PEDDAPALLE,ANDHRA PRADESH,PEDDAPALLE,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Andhra Pradesh,Rajahmundry,ANDHRA PRADESH,RAJAHMUNDRY,True,True,True,True,True,True,generated,high,1.0,1.0,EAST GODAVARI→East Godavari; WEST GODAVARI→West Godavari,,MARGANI BHARAT,DAGGUBATI PURANDHESHWARI,YSRCP,BJP,0.9863830515495908,54.81903301675021,1.017652369950425,2.4528841459687905,53.83264996520062,1.4352317760183655,18.04418179472225,52.0,seat_flip;top_bjp_gain,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,True,True,True,True,True,True,generated,medium,0.5714,0.5714,CHITTOOR→Chittoor,KADAPA,P.V.MIDHUN REDDY,P V MIDHUN REDDY,YSRCP,YSRCP,0.0,42.670594828420505,1.7274415732704755,3.998682610382021,42.670594828420505,2.2712410371115457,5.707012849050109,111.0,top_bjp_gain,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,SECUNDERABAD,ANDHRA PRADESH,SECUNDERABAD,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Andhra Pradesh,Srikakulam,ANDHRA PRADESH,SRIKAKULAM,True,True,True,True,True,True,generated,high,1.0,1.0,SRIKAKULAM→Srikakulam,,KINJARAPU RAM MOHAN NAIDU,KINJARAPU RAMMOHAN NAIDU,TDP,TDP,0.724945110681578,0.0,1.187648456057007,0.5804063491857964,-0.724945110681578,-0.6072421068712107,26.535948452924124,,,partial_demographics_missing_core_fields,2,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,True,True,False,False,True,False,election_only,election_only,,,,,Balli Durga Prasad Rao,GURUMOORTHY MADDILA,YSRCP,YSRCP,1.2276220675058906,44.6747000151891,1.830127558497619,4.739217544138814,43.44707794768321,2.909089985641195,1.0537621964891457,8.0,top_bjp_gain;closest_2024,election_only_needs_demographics,1,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Election data present; demographics missing
Andhra Pradesh,Tirupati,ANDHRA PRADESH,TIRUPATI,False,False,True,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,no_election_data_needs_election_results,1,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in GeoJSON/frontend but missing from election master
Andhra Pradesh,Vijayawada,ANDHRA PRADESH,VIJAYAWADA,True,True,True,True,True,True,generated,high,1.0,1.0,KRISHNA→Krishna,,KESINENI SRINIVAS (NANI),KESINENI SIVANATH (CHINNI),TDP,TDP,1.448214815400353,0.0,1.2726665106585136,1.766777459771842,-1.448214815400353,0.4941109491133284,20.674579761874227,,,partial_demographics_missing_core_fields,2,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,Visakhapatnam,ANDHRA PRADESH,VISAKHAPATNAM,True,True,True,True,True,True,generated,high,1.0,1.0,VISAKHAPATNAM→Visakhapatnam; VIZIANAGARAM→Vizianagaram,,M V V SATYANARAYANA,SRIBHARAT MATHUKUMILI,YSRCP,TDP,2.7337681507782996,0.0,1.1803148043886125,2.1819951338199512,-2.7337681507782996,1.0016803294313388,36.35195097774174,267.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,Vizianagaram,ANDHRA PRADESH,VIZIANAGARAM,True,True,True,True,True,True,generated,high,1.0,1.0,VIZIANAGARAM→Vizianagaram; SRIKAKULAM→Srikakulam,,Bellana Chandra Sekhar,APPALANAIDU KALISETTI,YSRCP,TDP,0.5966056047754724,0.0,1.291167511023163,0.8176305876811248,-0.5966056047754724,-0.4735369233420382,19.192036587487166,268.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Andhra Pradesh,WARANGAL,ANDHRA PRADESH,WARANGAL,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Andhra Pradesh,ZAHIRABAD,ANDHRA PRADESH,ZAHIRABAD,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Arunachal Pradesh,ARUNAHCAL EAST,ARUNACHAL PRADESH,ARUNAHCAL EAST,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,3,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,True,True,True,False,True,False,election_only,election_only,,,,,Tapir Gao,TAPIR GAO,BJP,BJP,52.38017434755822,45.00978534084831,28.570601910947268,35.60441870746932,-7.370389006709907,7.0338167965220535,9.40536663337899,,,election_only_needs_demographics,3,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Election data present; demographics missing
Arunachal Pradesh,Arunachal West,ARUNACHAL PRADESH,ARUNACHAL WEST,True,True,True,True,True,True,generated,high,0.9656,0.9656,UPPER SUBANSIRI→Upper Subansiri; LOWER SUBANSIRI→Lower Subansiri (NFHS-4 proxy); WEST SIANG→West Siang; TAWANG→Tawang; EAST KAMENG→East Kameng; WEST KAMENG→West Kameng; CHANGLANG→Changlang (NFHS-4 proxy); TIRAP→Tirap,DIBANG VALLEY,KIREN RIJIJU,KIREN RIJIJU,BJP,BJP,63.016940637995035,51.37942591870016,14.220367837905725,26.182579463937326,-11.637514719294876,11.962211626031602,25.19684645476283,,,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Assam,Autonomous District,ASSAM,AUTONOMOUS DISTRICT,False,False,True,False,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,no_election_data_needs_election_results,1,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in GeoJSON/frontend but missing from election master
Assam,Autonomous District (ST,ASSAM,AUTONOMOUS DISTRICT ST,False,False,False,True,False,False,election_only,election_only,,,,,,,,,,,,,,,,,,reference_only_not_in_current_election,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Seat in delimitation reference only
Assam,Barpeta,ASSAM,BARPETA,True,True,True,True,True,True,generated,high,1.0,1.0,KAMRUP→Kamrup Metropolitan (NFHS-4 proxy); GOALPARA→Goalpara (NFHS-4 proxy),,Abdul Khaleque,PHANI BHUSAN CHOUDHURY,INC,AGP,,,44.233892724893025,37.82820652892773,,-6.405686195965295,13.188524167187149,146.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,True,True,False,False,True,False,election_only,election_only,,,,,DILIP SAIKIA,DILIP SAIKIA,BJP,BJP,48.83245347110133,47.9453953180212,39.633571851136736,29.77998012367491,-0.8870581530801331,-9.853591727461826,18.165415194346288,,,election_only_needs_demographics,2,urban_pct;literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Election data present; demographics missing
Assam,Dhubri,ASSAM,DHUBRI,True,True,True,True,True,True,generated,high,1.0,1.0,GOALPARA→Goalpara (NFHS-4 proxy),,BADRUDDIN AJMAL,RAKIBUL HUSSAIN,AIUDF,INC,,,29.22875599775668,59.98859638540467,,30.75984038764799,41.264782312415015,168.0,seat_flip,partial_demographics_missing_core_fields,1,literacy_rate;female_literacy_pct;male_literacy_pct;sc_pct;st_pct;religion_hindu_pct;religion_muslim_pct;population_density;sex_ratio,Partial demographics; core fields missing
