audit_level,state,district,district_key,constituency,constituency_key,exists_in_nfhs_district_panel,has_nfhs4,has_nfhs5,has_any_nfhs_values,exists_in_district_alias_table,alias_target,appears_in_delimitation_district_summary,appears_in_constituency_panel,appears_in_analysis_master,exists_in_election_master,exists_in_delimitation_summary,exists_in_constituency_panel,has_nfhs5_values,nfhs5_coverage_share,districts_expected,districts_found_in_nfhs,districts_missing_in_nfhs,suspected_break_point,repair_suggestion
district,Tamil Nadu,Viluppuram,VILUPPURAM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,VILUPPURAM,VILUPPURAM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
constituency,Tamil Nadu,,,ARAKKONAM,ARAKKONAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,ARANI,ARANI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,CHENNAI SOUTH,CHENNAI SOUTH,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,CHIDAMBARAM,CHIDAMBARAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,COIMBATORE,COIMBATORE,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,CUDDALORE,CUDDALORE,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,DHARMAPURI,DHARMAPURI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,DINDIGUL,DINDIGUL,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,ERODE,ERODE,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KALLAKURICHI,KALLAKURICHI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KANCHEEPURAM,KANCHEEPURAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KANNIYAKUMARI,KANNIYAKUMARI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KARUR,KARUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KRISHNAGIRI,KRISHNAGIRI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,MADURAI,MADURAI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,MAYILADUTHURAI,MAYILADUTHURAI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,NAGAPATTINAM,NAGAPATTINAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,NAMAKKAL,NAMAKKAL,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,NILGIRIS,NILGIRIS,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,PERAMBALUR,PERAMBALUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,POLLACHI,POLLACHI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,RAMANATHAPURAM,RAMANATHAPURAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,SALEM,SALEM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,SIVAGANGA,SIVAGANGA,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,SRIPERUMBUDUR,SRIPERUMBUDUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,TENKASI,TENKASI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,THANJAVUR,THANJAVUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,THENI,THENI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,THOOTHUKKUDI,THOOTHUKKUDI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,TIRUNELVELI,TIRUNELVELI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,TIRUPPUR,TIRUPPUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,TIRUVALLUR,TIRUVALLUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,TIRUVANNAMALAI,TIRUVANNAMALAI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,VELLORE,VELLORE,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,VILUPPURAM,VILUPPURAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,VIRUDHUNAGAR,VIRUDHUNAGAR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
