state,constituency,state_key,constituency_key,variable,value,unit,source_name,source_url_or_document,source_year,geography_level,method,confidence,notes,entered_by,last_updated,needs_election_result_research
Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,sc_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,st_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,religion_hindu_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,religion_muslim_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,population_density,,persons_per_sq_km,,,,,,,,,,false
Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,urban_pct,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,literacy_rate,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,female_literacy_pct,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,male_literacy_pct,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,sc_pct,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,st_pct,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,religion_hindu_pct,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,religion_muslim_pct,,percent,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,population_density,,persons_per_sq_km,,,,,,,,,,false
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,literacy_rate,,percent,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,female_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,male_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,sc_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,st_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,religion_hindu_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,religion_muslim_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,population_density,,persons_per_sq_km,,,,,,,,,,false
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,urban_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,urban_pct,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,literacy_rate,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,female_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,male_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,sc_pct,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,st_pct,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,religion_hindu_pct,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,religion_muslim_pct,,percent,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,population_density,,persons_per_sq_km,,,,,,,,,,false
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,literacy_rate,,percent,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,female_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,male_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,sc_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,st_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,religion_hindu_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,religion_muslim_pct,,percent,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,population_density,,persons_per_sq_km,,,,,,,,,,false
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,literacy_rate,,percent,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,female_literacy_pct,,percent,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,male_literacy_pct,,percent,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,sc_pct,,percent,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,st_pct,,percent,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,religion_hindu_pct,,percent,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,religion_muslim_pct,,percent,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,population_density,,persons_per_sq_km,,,,,,,,,,false
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,literacy_rate,,percent,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,female_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,male_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,sc_pct,,percent,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,st_pct,,percent,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,religion_hindu_pct,,percent,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,religion_muslim_pct,,percent,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,population_density,,persons_per_sq_km,,,,,,,,,,false
Maharashtra,Beed,MAHARASHTRA,BEED,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,urban_pct,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,literacy_rate,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,female_literacy_pct,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,male_literacy_pct,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,sc_pct,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,st_pct,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,religion_hindu_pct,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,religion_muslim_pct,,percent,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,population_density,,persons_per_sq_km,,,,,,,,,,false
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,literacy_rate,,percent,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,female_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,male_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,sc_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,st_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,religion_hindu_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,religion_muslim_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,population_density,,persons_per_sq_km,,,,,,,,,,false
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,urban_pct,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,literacy_rate,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,female_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,male_literacy_pct,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,sc_pct,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,st_pct,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,religion_hindu_pct,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,religion_muslim_pct,,percent,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,population_density,,persons_per_sq_km,,,,,,,,,,false
Maharashtra,Dhule,MAHARASHTRA,DHULE,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,literacy_rate,,percent,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,female_literacy_pct,,percent,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,male_literacy_pct,,percent,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,sc_pct,,percent,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,st_pct,,percent,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,religion_hindu_pct,,percent,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,religion_muslim_pct,,percent,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,population_density,,persons_per_sq_km,,,,,,,,,,false
Punjab,Firozpur,PUNJAB,FIROZPUR,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,literacy_rate,,percent,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,female_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,male_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,sc_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,st_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,religion_hindu_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,religion_muslim_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,population_density,,persons_per_sq_km,,,,,,,,,,false
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,urban_pct,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,literacy_rate,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,female_literacy_pct,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,male_literacy_pct,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,sc_pct,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,st_pct,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,religion_hindu_pct,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,religion_muslim_pct,,percent,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,population_density,,persons_per_sq_km,,,,,,,,,,false
Odisha,Jajpur,ODISHA,JAJPUR,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,literacy_rate,,percent,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,female_literacy_pct,,percent,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,male_literacy_pct,,percent,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,sc_pct,,percent,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,st_pct,,percent,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,religion_hindu_pct,,percent,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,religion_muslim_pct,,percent,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,population_density,,persons_per_sq_km,,,,,,,,,,false
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,urban_pct,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,literacy_rate,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,female_literacy_pct,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,male_literacy_pct,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,sc_pct,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,st_pct,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,religion_hindu_pct,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,religion_muslim_pct,,percent,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,population_density,,persons_per_sq_km,,,,,,,,,,false
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,urban_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,literacy_rate,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,female_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,male_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,sc_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,st_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,religion_hindu_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,religion_muslim_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,population_density,,persons_per_sq_km,,,,,,,,,,false
Uttar Pradesh,Salempur,UTTAR PRADESH,SALEMPUR,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,literacy_rate,,percent,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,female_literacy_pct,,percent,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,male_literacy_pct,,percent,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,sc_pct,,percent,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,st_pct,,percent,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,religion_hindu_pct,,percent,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,religion_muslim_pct,,percent,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,population_density,,persons_per_sq_km,,,,,,,,,,false
Tamil Nadu,ARANI,TAMIL NADU,ARANI,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,literacy_rate,,percent,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,female_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,male_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,sc_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,st_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,religion_hindu_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,religion_muslim_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,population_density,,persons_per_sq_km,,,,,,,,,,false
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,literacy_rate,,percent,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,female_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,male_literacy_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,sc_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,st_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,religion_hindu_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,religion_muslim_pct,,percent,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,population_density,,persons_per_sq_km,,,,,,,,,,false
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Anakapalle,ANDHRA PRADESH,ANAKAPALLE,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,urban_pct,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,literacy_rate,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,female_literacy_pct,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,male_literacy_pct,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,sc_pct,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,st_pct,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,religion_hindu_pct,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,religion_muslim_pct,,percent,,,,,,,,,,false
Rajasthan,BARMER,RAJASTHAN,BARMER,population_density,,persons_per_sq_km,,,,,,,,,,false
