state,lok_sabha_no,lok_sabha_constituency,assembly_no,assembly_constituency,district,district_role,match_method,mapping_confidence,matched_assembly_no,matched_assembly_constituency,source,notes
Andhra Pradesh,3,KARIMNAGAR,28.0,Vemulawada,KARIMNAGAR,primary,by_number,high,28,"Vemulawada Vemulawada, Konaraopeta, Chandurthi, Kathlapur and",delimitation_order_2008,
Andhra Pradesh,3,KARIMNAGAR,29.0,Sircilla,KARIMNAGAR,primary,by_number,high,29,"Sircilla Yellareddipet, Gambhiraopet, Mustabad and Sircilla Mandals",delimitation_order_2008,
Andhra Pradesh,3,KARIMNAGAR,30.0,Manakondur,KARIMNAGAR,primary,by_number,high,30,"Manakondur (SC) Manakondur, Ellanthakunta, Bejjanki, Timmapur (LMD Colony)",delimitation_order_2008,
Andhra Pradesh,3,KARIMNAGAR,31.0,Huzurabad,KARIMNAGAR,primary,by_number,high,31,"Huzurabad Veenavanka, Jammikunta, Huzurabad and Kamalapur Mandals",delimitation_order_2008,
Andhra Pradesh,3,KARIMNAGAR,32.0,Husnabad,KARIMNAGAR,primary,by_number,high,32,"Husnabad Chigurumamidi,Koheda,Husnabad,Saidapur, Bheemadevarpalle",delimitation_order_2008,
Andhra Pradesh,4,NIZAMABAD,11.0,Armur,NIZAMABAD,primary,by_number,high,11,"Armur Nandipet, Armur and Makloor Mandals",delimitation_order_2008,
Andhra Pradesh,4,NIZAMABAD,12.0,Bodhan,NIZAMABAD,primary,by_number,high,12,"Bodhan Ranjal, Navipet, Yedpalle and Bodhan Mandals",delimitation_order_2008,
Andhra Pradesh,4,NIZAMABAD,19.0,Balkonda,NIZAMABAD,primary,by_number,high,19,"Balkonda Balkonda, Mortad, Kammarpalle, Bheemgal and Velpur",delimitation_order_2008,
Andhra Pradesh,4,NIZAMABAD,20.0,Koratla,KARIMNAGAR,secondary,by_number,high,20,"Koratla Ibrahimpatnam, Mallapur, Koratla and Metpalle Mandals",delimitation_order_2008,
Andhra Pradesh,4,NIZAMABAD,21.0,Jagtial,KARIMNAGAR,secondary,by_number,high,21,"Jagtial Raikal, Sarangapur and Jagtial Mandals",delimitation_order_2008,
Andhra Pradesh,5,ZAHIRABAD,13.0,Jukkal,NIZAMABAD,primary,by_number,high,13,"Jukkal (SC) Madnoor, Jukkal, Bichkunda, Pitlam and Nizamsagar Mandals",delimitation_order_2008,
Andhra Pradesh,5,ZAHIRABAD,14.0,Banswada,NIZAMABAD,primary,by_number,high,14,"Banswada Birkoor, Varni, Banswada and Kotgiri Mandals",delimitation_order_2008,
Andhra Pradesh,5,ZAHIRABAD,15.0,Yellareddy,NIZAMABAD,primary,by_number,high,15,"Yellareddy Yellareddy, Nagareddipet, Lingampet, Tadwai, Gandhari and",delimitation_order_2008,
Andhra Pradesh,5,ZAHIRABAD,16.0,Kamareddy,NIZAMABAD,primary,by_number,high,16,"Kamareddy Machareddy, Domakonda Kamareddy and Bhiknoor Mandals",delimitation_order_2008,
Andhra Pradesh,5,ZAHIRABAD,35.0,Narayankhed,MEDAK,secondary,by_number,high,35,"Narayankhed Kangti, Manoor, Narayankhed, Kalher and",delimitation_order_2008,
Andhra Pradesh,5,ZAHIRABAD,36.0,Andole,MEDAK,secondary,by_number,high,36,"Andole (SC) Tekmal, Alladurgh, Regode, Raikode, Andole, Pulkal and",delimitation_order_2008,
Andhra Pradesh,6,MEDAK,33.0,Siddipet,MEDAK,primary,by_number,high,33,"Siddipet Siddipet, Chinnakodur and Nangnoor Mandals",delimitation_order_2008,
Andhra Pradesh,6,MEDAK,34.0,Medak,MEDAK,primary,by_number,high,34,"Medak Medak, Papannapet, Ramayampet and",delimitation_order_2008,
Andhra Pradesh,6,MEDAK,37.0,Narsapur,MEDAK,primary,by_number,high,37,"Narsapur Kowdipalle, Kulcharam, Narsapur, Hathnoora, Yeldurthy and",delimitation_order_2008,
Andhra Pradesh,6,MEDAK,39.0,Sangareddy,MEDAK,primary,by_number,high,39,"Sangareddy Sadasivpet, Kondapur and Sangareddy Mandals",delimitation_order_2008,
Andhra Pradesh,6,MEDAK,40.0,Patancheru,MEDAK,primary,by_number,high,40,"Patancheru Jinnaram, Patancheru and Ramachandrapuram Mandals",delimitation_order_2008,
Andhra Pradesh,6,MEDAK,41.0,Dubbak,MEDAK,primary,by_number,high,41,"Dubbak Mirdoddi, Doultabad, Chegunta, Dubbak and Toguta Mandals",delimitation_order_2008,
Andhra Pradesh,6,MEDAK,42.0,Gajwel,MEDAK,primary,by_number,high,42,"Gajwel Tupran, Kondapak, Gajwel, Jagdevpur, Wargal and Mulug",delimitation_order_2008,
Andhra Pradesh,7,MALKAJGIRI,43.0,Medchal,RANGAREDDI,primary,by_number,high,43,"Medchal Medchal, Shamirpet, Ghatkesar and Keesara (Rural) Mandals",delimitation_order_2008,
Andhra Pradesh,7,MALKAJGIRI,44.0,Malkajgiri,RANGAREDDI,primary,by_number,high,44,Malkajgiri Malkajgiri Mandal,delimitation_order_2008,
Andhra Pradesh,7,MALKAJGIRI,45.0,Qutbullapur,RANGAREDDI,primary,by_number,high,45,Quthbullapur Quthbullapur Mandal,delimitation_order_2008,
Andhra Pradesh,7,MALKAJGIRI,46.0,Kukatpalle,RANGAREDDI,primary,by_number,high,46,Kukatpalle Hyderabad (M Corp.) (Part),delimitation_order_2008,
Andhra Pradesh,7,MALKAJGIRI,47.0,Uppal,RANGAREDDI,primary,by_number,high,47,"Uppal Uppal Municipality, Kapra Municipality",delimitation_order_2008,
Andhra Pradesh,7,MALKAJGIRI,49.0,Lal Bahadur Nagar,RANGAREDDI,primary,by_number,high,49,Lal Bahadur Saroornagar Mandal (Part),delimitation_order_2008,
Andhra Pradesh,8,SECUNDERABAD,57.0,Musheerabad,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,8,SECUNDERABAD,59.0,Amberpet,HYDERABAD,primary,by_number,high,59,Amberpet Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,8,SECUNDERABAD,60.0,Khairatabad,HYDERABAD,primary,by_number,high,60,Khairatabad Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,8,SECUNDERABAD,62.0,Sanathnagar,HYDERABAD,primary,by_number,high,62,Sanathnagar Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,8,SECUNDERABAD,63.0,Nampally,HYDERABAD,primary,by_number,high,63,Nampally Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,8,SECUNDERABAD,70.0,Secunderabad,HYDERABAD,primary,by_number,high,70,Secunderabad Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,9,HYDERABAD,58.0,Malakpet,HYDERABAD,primary,by_number,high,58,Malakpet Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,9,HYDERABAD,64.0,Karwan,HYDERABAD,primary,by_number,high,64,Karwan Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,9,HYDERABAD,65.0,Goshamahal,HYDERABAD,primary,by_number,high,65,Goshamahal Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,9,HYDERABAD,66.0,Charminar,HYDERABAD,primary,by_number,high,66,Charminar Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,9,HYDERABAD,67.0,Chandrayangutta,HYDERABAD,primary,by_number,high,67,Chandrayangutta Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,9,HYDERABAD,68.0,Yakutpura,HYDERABAD,primary,by_number,high,68,Yakutpura Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,9,HYDERABAD,69.0,Bahadurpura,HYDERABAD,primary,by_number,high,69,Bahadurpura Hyderabad (M Corp.+OG) (Part),delimitation_order_2008,
Andhra Pradesh,10,CHEVELLA,50.0,Maheswaram,RANGAREDDI,primary,by_number,high,50,Maheswaram Maheswaram and Kandukur Mandals,delimitation_order_2008,
Andhra Pradesh,10,CHEVELLA,51.0,Rajendranagar,RANGAREDDI,primary,by_number,high,51,Rajendranagar Rajendranagar and Shamshabad Mandals,delimitation_order_2008,
Andhra Pradesh,10,CHEVELLA,52.0,Serilingampally,RANGAREDDI,primary,by_number,high,52,Serilingampally Serilingampally Mandal,delimitation_order_2008,
Andhra Pradesh,10,CHEVELLA,53.0,Chevella,RANGAREDDI,primary,by_number,high,53,"Chevella (SC) Nawabpet, Shankarpalle, Moinabad, Chevella and Shabad",delimitation_order_2008,
Andhra Pradesh,10,CHEVELLA,54.0,Pargi,RANGAREDDI,primary,by_number,high,54,"Pargi Doma, Gandeed, Kulkacherla, Pargi and Pudur Mandals",delimitation_order_2008,
Andhra Pradesh,10,CHEVELLA,55.0,Vicarabad,RANGAREDDI,primary,by_number,high,55,"Vicarabad (SC) Marpalle, Mominpet, Vikarabad, Dharur and Bantwaram",delimitation_order_2008,
Andhra Pradesh,10,CHEVELLA,56.0,Tandur,RANGAREDDI,primary,by_number,high,56,"Tandur Peddemul, Tandur, Basheerabad and Yalal Mandals",delimitation_order_2008,
Andhra Pradesh,11,MAHBUBNAGAR,72.0,Kodangal,MAHBUBNAGAR,primary,by_number,high,72,"Kodangal Kodangal, Bomraspet, Kosgi, Doulathabad and Maddur",delimitation_order_2008,
Andhra Pradesh,11,MAHBUBNAGAR,73.0,Narayanpet,MAHBUBNAGAR,primary,by_number,high,73,"Narayanpet Koilkonda, Narayanpet, Damaragidda and Dhanwada Mandals",delimitation_order_2008,
Andhra Pradesh,11,MAHBUBNAGAR,74.0,Mahbubnagar,MAHBUBNAGAR,primary,by_number,high,74,Mahbubnagar Hanwada and Mahbubnagar Mandals,delimitation_order_2008,
Andhra Pradesh,11,MAHBUBNAGAR,75.0,Jadcherla,MAHBUBNAGAR,primary,by_number,high,75,"Jadcherla Jadcherla, Nawabpet, Balanagar and Midjil Mandals",delimitation_order_2008,
Andhra Pradesh,11,MAHBUBNAGAR,76.0,Devarkadra,MAHBUBNAGAR,primary,by_number,high,76,"Devarkadra Bhoothpur, Addakal, Devarkadra, Chinna Chinta Kunta and",delimitation_order_2008,
Andhra Pradesh,11,MAHBUBNAGAR,77.0,Makthal,MAHBUBNAGAR,primary,by_number,high,77,"Makthal Makthal, Maganoor, Atmakur, Narva and Utkoor Mandals",delimitation_order_2008,
Andhra Pradesh,11,MAHBUBNAGAR,84.0,Shadnagar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,12,NAGARKURNOOL,78.0,Wanaparthy,MAHBUBNAGAR,primary,by_number,high,78,"Wanaparthy Wanaparthy, Pebbair, Gopalpeta, Peddamandadi and Ghanpur",delimitation_order_2008,
Andhra Pradesh,12,NAGARKURNOOL,79.0,Gadwal,MAHBUBNAGAR,primary,by_number,high,79,"Gadwal Gadwal, Dharur, Maldakal and Ghattu Mandals",delimitation_order_2008,
Andhra Pradesh,12,NAGARKURNOOL,80.0,Alampur,MAHBUBNAGAR,primary,by_number,high,80,"Alampur (SC) Ieez, Itikyal, Waddepalle, Manopad and Alampur Mandals",delimitation_order_2008,
Andhra Pradesh,12,NAGARKURNOOL,81.0,Nagarkurnool,MAHBUBNAGAR,primary,by_number,high,81,"Nagarkurnool Nagarkurnool, Bijinapalle, Thimmajipet, Tadoor and Telkapalle",delimitation_order_2008,
Andhra Pradesh,12,NAGARKURNOOL,82.0,Achampet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,12,NAGARKURNOOL,83.0,Kalwakurthy,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,12,NAGARKURNOOL,85.0,Kollapur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,86.0,Devarakonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,87.0,Nagarjuna Sagar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,88.0,Miryalaguda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,89.0,Huzurnagar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,90.0,Kodad,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,91.0,Suryapet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,92.0,Nalgonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,48.0,Ibrahimpatnam,RANGAREDDI,primary,by_number,high,48,"Ibrahimpatnam Hayathnagar, Ibrahimpatnam, Manchal and Yacharam Mandals",delimitation_order_2008,
Andhra Pradesh,14,BHONGIR,93.0,Munugode,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,94.0,Bhongir,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,95.0,Nakrekal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,96.0,Thungathurthi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,97.0,Alair,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,98.0,Jangaon,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
Andhra Pradesh,15,WARANGAL,100.0,Palakurthi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,104.0,Parkal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,105.0,Warangal West,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,106.0,Warangal East,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,107.0,Wardhannapet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,108.0,Bhupalpalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),101.0,Dornakal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),102.0,Mahabubabad,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),103.0,Narsampet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),109.0,Mulug,MEDAK,primary,by_substring,medium,42,"Gajwel Tupran, Kondapak, Gajwel, Jagdevpur, Wargal and Mulug",delimitation_order_2008,
Andhra Pradesh,16,MAHABUBABAD (ST),110.0,Pinapaka,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),111.0,Yellandu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,112.0,Khammam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,113.0,Palair,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,114.0,Madhira,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,115.0,Wyra,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,116.0,Sathupalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,117.0,Kothagudem,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,129.0,Palakonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,130.0,Kurupam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,131.0,Parvathipuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,132.0,Salur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,147.0,Araku Valley,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,148.0,Paderu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,120.0,Ichchapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,121.0,Palasa,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,122.0,Tekkali,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,123.0,Pathapatnam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,124.0,Srikakulam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,125.0,Amadalavalasa,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,127.0,Narasannapeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,126.0,Etcherla,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,128.0,Rajam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,133.0,Bobbili,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,134.0,Cheepurupalli,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,135.0,Gajapathinagaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,136.0,Nellimarla,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,137.0,Vizianagaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,138.0,Srungavarapukota,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,139.0,Bhimli,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,141.0,Visakhapatnam South,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,142.0,Visakhapatnam North,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,143.0,Visakhapatnam West,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,144.0,Gajuwaka,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,145.0,Chodavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,146.0,Madugula,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,149.0,Anakapalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,150.0,Pendurthi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,151.0,Yelamanchili,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,152.0,Payakaraopet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,153.0,Narsipatnam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,154.0,Tuni,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,155.0,Prathipadu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,156.0,Pithapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,158.0,Peddapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,160.0,Kakinada City,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,171.0,Jaggampeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",163.0,Amalapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",164.0,Razole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",165.0,Gannavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",166.0,Kothapeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",167.0,Mandapeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,159.0,Anaparthy,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,168.0,Rajanagaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,169.0,Rajahmundry City,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,170.0,Rajahmundry Rural,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,173.0,Kovvur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,174.0,Nidadavole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,175.0,Achanta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,176.0,Palacole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,177.0,Narsapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,178.0,Bhimavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
