state,constituency,state_key,constituency_key,variable,value,unit,method,confidence,geography_level,districts_used,districts_missing,mapping_share,source_name,source_year,notes,skipped,skip_reason
Andhra Pradesh,Bapatla,ANDHRA PRADESH,BAPATLA,sc_pct,21.3887,percent,district_weighted_estimate,medium,district_weighted_estimate,"GUNTUR, PRAKASAM",,1.0,Census 2011,2011,"Census 2011 district-level sc_pct aggregated for mapped component districts (GUNTUR, PRAKASAM) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Bapatla,ANDHRA PRADESH,BAPATLA,st_pct,4.752,percent,district_weighted_estimate,medium,district_weighted_estimate,"GUNTUR, PRAKASAM",,1.0,Census 2011,2011,"Census 2011 district-level st_pct aggregated for mapped component districts (GUNTUR, PRAKASAM) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Bapatla,ANDHRA PRADESH,BAPATLA,religion_hindu_pct,89.5052,percent,district_weighted_estimate,medium,district_weighted_estimate,"GUNTUR, PRAKASAM",,1.0,Census 2011,2011,"Census 2011 district-level religion_hindu_pct aggregated for mapped component districts (GUNTUR, PRAKASAM) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Bapatla,ANDHRA PRADESH,BAPATLA,religion_muslim_pct,8.9735,percent,district_weighted_estimate,medium,district_weighted_estimate,"GUNTUR, PRAKASAM",,1.0,Census 2011,2011,"Census 2011 district-level religion_muslim_pct aggregated for mapped component districts (GUNTUR, PRAKASAM) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Bapatla,ANDHRA PRADESH,BAPATLA,sex_ratio,992.0331,females_per_1000_males,district_weighted_estimate,medium,district_weighted_estimate,"GUNTUR, PRAKASAM",,1.0,Census 2011,2011,"Census 2011 district-level sex_ratio aggregated for mapped component districts (GUNTUR, PRAKASAM) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Bapatla,ANDHRA PRADESH,BAPATLA,religion_christian_pct,1.1945,percent,district_weighted_estimate,medium,district_weighted_estimate,"GUNTUR, PRAKASAM",,1.0,Census 2011,2011,"Census 2011 district-level religion_christian_pct aggregated for mapped component districts (GUNTUR, PRAKASAM) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Bapatla,ANDHRA PRADESH,BAPATLA,religion_sikh_pct,0.0117,percent,district_weighted_estimate,medium,district_weighted_estimate,"GUNTUR, PRAKASAM",,1.0,Census 2011,2011,"Census 2011 district-level religion_sikh_pct aggregated for mapped component districts (GUNTUR, PRAKASAM) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,literacy_rate,67.1582,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level literacy_rate aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,female_literacy_pct,64.029,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level female_literacy_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,male_literacy_pct,70.2861,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level male_literacy_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,sc_pct,20.236,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level sc_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,st_pct,2.8167,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level st_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,religion_hindu_pct,93.1803,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level religion_hindu_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,religion_muslim_pct,3.5048,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level religion_muslim_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,sex_ratio,1000.4055,females_per_1000_males,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level sex_ratio aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,religion_christian_pct,2.9006,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level religion_christian_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Eluru,ANDHRA PRADESH,ELURU,religion_sikh_pct,0.014,percent,district_weighted_estimate,medium,district_weighted_estimate,"WEST GODAVARI, KRISHNA",,1.0,Census 2011,2011,"Census 2011 district-level religion_sikh_pct aggregated for mapped component districts (WEST GODAVARI, KRISHNA) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation.",False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,literacy_rate,60.5678,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level literacy_rate aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,female_literacy_pct,54.1707,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level female_literacy_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,male_literacy_pct,66.9827,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level male_literacy_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,sc_pct,19.5876,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level sc_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,st_pct,5.0552,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level st_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,religion_hindu_pct,86.288,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level religion_hindu_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,religion_muslim_pct,11.4524,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level religion_muslim_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,sex_ratio,1002.7744,females_per_1000_males,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level sex_ratio aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,religion_christian_pct,1.8365,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level religion_christian_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,religion_sikh_pct,0.0156,percent,district_proxy,medium,district,GUNTUR,,1.0,Census 2011,2011,Census 2011 district-level religion_sikh_pct aggregated for mapped component districts (GUNTUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,literacy_rate,56.6252,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level literacy_rate aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,female_literacy_pct,48.2228,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level female_literacy_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,male_literacy_pct,64.833,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level male_literacy_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,sc_pct,14.2885,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level sc_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,st_pct,3.7766,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level st_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,religion_hindu_pct,88.1951,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level religion_hindu_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,religion_muslim_pct,10.866,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level religion_muslim_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,sex_ratio,976.8263,females_per_1000_males,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level sex_ratio aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,religion_christian_pct,0.5014,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level religion_christian_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Hindupur,ANDHRA PRADESH,HINDUPUR,religion_sikh_pct,0.0228,percent,district_proxy,medium,district,ANANTAPUR,,1.0,Census 2011,2011,Census 2011 district-level religion_sikh_pct aggregated for mapped component districts (ANANTAPUR) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Kakinada,ANDHRA PRADESH,KAKINADA,literacy_rate,63.8026,percent,district_proxy,medium,district,EAST GODAVARI,,1.0,Census 2011,2011,Census 2011 district-level literacy_rate aggregated for mapped component districts (EAST GODAVARI) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Kakinada,ANDHRA PRADESH,KAKINADA,female_literacy_pct,60.8078,percent,district_proxy,medium,district,EAST GODAVARI,,1.0,Census 2011,2011,Census 2011 district-level female_literacy_pct aggregated for mapped component districts (EAST GODAVARI) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
Andhra Pradesh,Kakinada,ANDHRA PRADESH,KAKINADA,male_literacy_pct,66.8148,percent,district_proxy,medium,district,EAST GODAVARI,,1.0,Census 2011,2011,Census 2011 district-level male_literacy_pct aggregated for mapped component districts (EAST GODAVARI) using delimitation segment weights. Constituency boundaries may not align exactly with districts; this is a district-level approximation. Single-district proxy used.,False,
